address,object_type,floors,contruction_date,square
"г Уфа, ул. Уфимское шоссе, д.1",Другое строение,3,,0.01
"г Уфа, ул. Уфимское шоссе, д.13 корп.а",Другое строение,4,,0.01
"г Уфа, ул. Уфимское шоссе, д.17",Другое строение,2,,0.15
"г Уфа, ул. Уфимское шоссе, д.18",Многоквартирный дом,10,1990-01-01 00:00:00,4951.3
"г Уфа, ул. Уфимское шоссе, д.18 корп.1",Многоквартирный дом,9,1990-01-01 00:00:00,5089.0
"г Уфа, ул. Уфимское шоссе, д.18 корп.2",Многоквартирный дом,9,1989-01-01 00:00:00,4385.55
"г Уфа, ул. Уфимское шоссе, д.18 корп.3",Многоквартирный дом,10,1991-01-01 00:00:00,4640.8
"г Уфа, ул. Уфимское шоссе, д.18 корп.4",Многоквартирный дом,9,1993-01-01 00:00:00,4453.6
"г Уфа, ул. Уфимское шоссе, д.18 корп.5",Многоквартирный дом,9,1993-01-01 00:00:00,4597.2
"г Уфа, ул. Уфимское шоссе, д.20 корп.1",Другое строение,1,,0.01
"г Уфа, ул. Уфимское шоссе, д.21",Другое строение,1,,0.01
"г Уфа, ул. Уфимское шоссе, д.22",Другое строение,5,,0.01
"г Уфа, ул. Уфимское шоссе, д.22 корп.1",Многоквартирный дом,5,2003-01-01 00:00:00,1663.5
"г Уфа, ул. Уфимское шоссе, д.23 корп.2",Многоквартирный дом,12,1987-01-01 00:00:00,5527.3
"г Уфа, ул. Уфимское шоссе, д.24",Многоквартирный дом,26,2021-11-01 00:00:00,23247.11
"г Уфа, ул. Уфимское шоссе, д.24 корп.1",Многоквартирный дом,26,,25276.0
"г Уфа, ул. Уфимское шоссе, д.24 корп.2",Многоквартирный дом,26,,0.01
"г Уфа, ул. Уфимское шоссе, д.24 корп.4",Другое строение,1,,0.01
"г Уфа, ул. Уфимское шоссе, д.24 корп.4",Другое строение,2,,0.01
"г Уфа, ул. Уфимское шоссе, д.25",Многоквартирный дом,9,1987-01-01 00:00:00,6209.3
"г Уфа, ул. Уфимское шоссе, д.25 корп.1",Многоквартирный дом,9,1987-01-01 00:00:00,2824.0
"г Уфа, ул. Уфимское шоссе, д.25 корп.2",Многоквартирный дом,9,1986-01-01 00:00:00,2831.7
"г Уфа, ул. Уфимское шоссе, д.25 корп.3",Многоквартирный дом,9,1987-01-01 00:00:00,7516.4
"г Уфа, ул. Уфимское шоссе, д.25 корп.а",Другое строение,1,,0.01
"г Уфа, ул. Уфимское шоссе, д.26",Другое строение,1,,0.01
"г Уфа, ул. Уфимское шоссе, д.26 корп.1",Другое строение,1,,
"г Уфа, ул. Уфимское шоссе, д.26 корп.1",Другое строение,2,,0.01
"г Уфа, ул. Уфимское шоссе, д.27",Магазины,9,,0.0
"г Уфа, ул. Уфимское шоссе, д.27",Многоквартирный дом,9,1986-01-01 00:00:00,3842.8
"г Уфа, ул. Уфимское шоссе, д.27 корп.1",Многоквартирный дом,9,1987-01-01 00:00:00,2828.2
"г Уфа, ул. Уфимское шоссе, д.27 корп.2",Многоквартирный дом,12,1986-01-01 00:00:00,2773.9
"г Уфа, ул. Уфимское шоссе, д.27 корп.3",Многоквартирный дом,9,1986-01-01 00:00:00,7525.9
"г Уфа, ул. Уфимское шоссе, д.27 корп.а",Другое строение,1,,0.01
"г Уфа, ул. Уфимское шоссе, д.29",Другое строение,9,,0.01
"г Уфа, ул. Уфимское шоссе, д.29",Многоквартирный дом,9,1986-01-01 00:00:00,5669.9
"г Уфа, ул. Уфимское шоссе, д.29 корп.1",Многоквартирный дом,9,1986-01-01 00:00:00,2837.9
"г Уфа, ул. Уфимское шоссе, д.3",Другое строение,4,,0.04
"г Уфа, ул. Уфимское шоссе, д.3 корп.1",Другое строение,3,,0.01
"г Уфа, ул. Уфимское шоссе, д.31",Многоквартирный дом,12,1992-01-01 00:00:00,2755.2
"г Уфа, ул. Уфимское шоссе, д.33",Многоквартирный дом,12,1992-01-01 00:00:00,2751.8
"г Уфа, ул. Уфимское шоссе, д.34",Другое строение,2,,0.08
"г Уфа, ул. Уфимское шоссе, д.35",Многоквартирный дом,12,1992-01-01 00:00:00,2711.6
"г Уфа, ул. Уфимское шоссе, д.36",Другое строение,4,,0.02
"г Уфа, ул. Уфимское шоссе, д.36 корп.1",Другое строение,3,,0.01
"г Уфа, ул. Уфимское шоссе, д.36 корп.2",Другое строение,2,,0.01
"г Уфа, ул. Уфимское шоссе, д.37",Многоквартирный дом,12,1993-01-01 00:00:00,2743.5
"г Уфа, ул. Уфимское шоссе, д.37 корп.1",Многоквартирный дом,10,1992-01-01 00:00:00,4200.3
"г Уфа, ул. Уфимское шоссе, д.37 корп.2",Другое строение,12,,0.01
"г Уфа, ул. Уфимское шоссе, д.38",Другое строение,4,,0.01
"г Уфа, ул. Уфимское шоссе, д.38 корп.1",Другое строение,1,,0.01
"г Уфа, ул. Уфимское шоссе, д.38 корп.1",Другое строение,6,,0.04
"г Уфа, ул. Уфимское шоссе, д.39",Другое строение,2,,0.07
"г Уфа, ул. Уфимское шоссе, д.4 корп.1",Многоквартирный дом,9,1976-01-01 00:00:00,3821.3
"г Уфа, ул. Уфимское шоссе, д.48",Другое строение,2,,0.01
"г Уфа, ул. Уфимское шоссе, д.49","Административные здания, конторы",2,,0.1
"г Уфа, ул. Уфимское шоссе, д.6",Многоквартирный дом,9,1975-01-01 00:00:00,7565.5
"г Уфа, ул. Уфимское шоссе, д.6 корп.1",Многоквартирный дом,10,1976-01-01 00:00:00,4086.3
"г Уфа, ул. Уфимское шоссе, д.75",Автомойка,1,2017-10-01 00:00:00,0.01
"г Уфа, ул. Уфимское шоссе, д.75*потери",Другое строение,0,,
"г Уфа, ул. Уфимское шоссе, д.8",Многоквартирный дом,9,1977-01-01 00:00:00,7563.1
"г Уфа, ул. Уфимское шоссе, д.8 корп.1",Многоквартирный дом,9,1977-01-01 00:00:00,3855.7
"г Уфа, ул. Фабричная, д.27",Частный дом,1,1960-01-01 00:00:00,53.7
"г Уфа, ул. Фадеева, д.7",Частный дом,1,1950-01-01 00:00:00,144.0
"г Уфа, ул. Ферина, д.1",Многоквартирный дом,4,1946-01-01 00:00:00,3372.5
"г Уфа, ул. Ферина, д.1 корп.1",Другое строение,2,,0.07
"г Уфа, ул. Ферина, д.1 корп.1",Многоквартирный дом,9,1975-01-01 00:00:00,7700.3
"г Уфа, ул. Ферина, д.1 корп.2",Многоквартирный дом,9,1976-01-01 00:00:00,7587.4
"г Уфа, ул. Ферина, д.1 корп.3",Многоквартирный дом,9,1976-01-01 00:00:00,7626.6
"г Уфа, ул. Ферина, д.1 корп.А",Многоквартирный дом,4,1946-01-01 00:00:00,3486.36
"г Уфа, ул. Ферина, д.10",Многоквартирный дом,9,1973-01-01 00:00:00,7593.3
"г Уфа, ул. Ферина, д.10 корп.1",Многоквартирный дом,9,1972-01-01 00:00:00,10983.2
"г Уфа, ул. Ферина, д.10 корп.2",Другое строение,2,1975-01-01 00:00:00,0.0
"г Уфа, ул. Ферина, д.12",Многоквартирный дом,12,1977-01-01 00:00:00,5666.1
"г Уфа, ул. Ферина, д.13",Другое строение,2,1932-01-01 00:00:00,0.01
"г Уфа, ул. Ферина, д.14",Многоквартирный дом,9,1977-01-01 00:00:00,12694.7
"г Уфа, ул. Ферина, д.15",Другое строение,2,,0.01
"г Уфа, ул. Ферина, д.15 корп.1",Многоквартирный дом,17,2021-01-01 00:00:00,6583.31
"г Уфа, ул. Ферина, д.16",Многоквартирный дом,12,1978-01-01 00:00:00,5508.4
"г Уфа, ул. Ферина, д.16 корп.1",Другое строение,1,1946-01-01 00:00:00,0.01
"г Уфа, ул. Ферина, д.17",Многоквартирный дом,9,1977-01-01 00:00:00,7570.1
"г Уфа, ул. Ферина, д.17 корп.1",Многоквартирный дом,12,1980-01-01 00:00:00,4840.1
"г Уфа, ул. Ферина, д.17 корп.2",Многоквартирный дом,16,2011-01-01 00:00:00,8233.0
"г Уфа, ул. Ферина, д.18",Многоквартирный дом,9,1974-01-01 00:00:00,11195.88
"г Уфа, ул. Ферина, д.19",Другое строение,2,,0.01
"г Уфа, ул. Ферина, д.19 корп.1",Многоквартирный дом,9,1981-01-01 00:00:00,9770.7
"г Уфа, ул. Ферина, д.19 корп.3",Многоквартирный дом,14,1997-01-01 00:00:00,9809.0
"г Уфа, ул. Ферина, д.2",Другое строение,1,,0.01
"г Уфа, ул. Ферина, д.20",Многоквартирный дом,12,1982-01-01 00:00:00,5678.1
"г Уфа, ул. Ферина, д.20 корп.1",Многоквартирный дом,9,1983-01-01 00:00:00,8827.9
"г Уфа, ул. Ферина, д.20 корп.2",Многоквартирный дом,9,1984-01-01 00:00:00,2269.4
"г Уфа, ул. Ферина, д.21",Многоквартирный дом,12,1984-01-01 00:00:00,4680.2
"г Уфа, ул. Ферина, д.22",Многоквартирный дом,9,1980-01-01 00:00:00,7548.5
"г Уфа, ул. Ферина, д.22 корп.1",Другое строение,2,,0.01
"г Уфа, ул. Ферина, д.22 корп.2",Другое строение,2,1979-01-01 00:00:00,0.01
"г Уфа, ул. Ферина, д.22 корп.а",Медицинское учреждение,2,,0.02
"г Уфа, ул. Ферина, д.24",Многоквартирный дом,9,1980-01-01 00:00:00,11213.5
"г Уфа, ул. Ферина, д.24 корп.1",Многоквартирный дом,9,1979-01-01 00:00:00,3855.3
"г Уфа, ул. Ферина, д.24 корп.2",Многоквартирный дом,9,1979-01-01 00:00:00,3827.1
"г Уфа, ул. Ферина, д.24 корп.3",Многоквартирный дом,9,1979-01-01 00:00:00,7582.6
"г Уфа, ул. Ферина, д.26",Многоквартирный дом,9,1982-01-01 00:00:00,8788.4
"г Уфа, ул. Ферина, д.28",Многоквартирный дом,9,1981-01-01 00:00:00,11242.0
"г Уфа, ул. Ферина, д.29",Другое строение,4,,0.02
"г Уфа, ул. Ферина, д.3",Многоквартирный дом,5,1939-01-01 00:00:00,3726.0
"г Уфа, ул. Ферина, д.3 корп.1",Другое строение,2,,0.01
"г Уфа, ул. Ферина, д.3 корп.3",Многоквартирный дом,9,1976-01-01 00:00:00,7578.9
"г Уфа, ул. Ферина, д.3 корп.4",Многоквартирный дом,12,1980-01-01 00:00:00,4713.3
"г Уфа, ул. Ферина, д.31",Многоквартирный дом,25,2017-11-01 00:00:00,25290.8
"г Уфа, ул. Ферина, д.31* потери",Другое строение,0,,
"г Уфа, ул. Ферина, д.33",Многоквартирный дом,19,2017-01-01 00:00:00,14653.5
"г Уфа, ул. Ферина, д.39",Многоквартирный дом,18,2020-10-01 00:00:00,36340.11
"г Уфа, ул. Ферина, д.4",Многоквартирный дом,12,1995-01-01 00:00:00,7373.1
"г Уфа, ул. Ферина, д.5",Многоквартирный дом,9,1977-01-01 00:00:00,7567.6
"г Уфа, ул. Ферина, д.5 корп.1",Многоквартирный дом,9,1977-01-01 00:00:00,7613.3
"г Уфа, ул. Ферина, д.6",Многоквартирный дом,4,1937-01-01 00:00:00,3973.4
"г Уфа, ул. Ферина, д.6 корп.1",Многоквартирный дом,9,1974-01-01 00:00:00,3855.5
"г Уфа, ул. Ферина, д.7",Многоквартирный дом,1,,61.32
"г Уфа, ул. Ферина, д.8",Многоквартирный дом,9,1976-01-01 00:00:00,11195.8
"г Уфа, ул. Ферина, д.8 корп.1",Многоквартирный дом,9,1972-01-01 00:00:00,3793.1
"г Уфа, ул. Ферина, д.9",Многоквартирный дом,12,1980-01-01 00:00:00,4644.8
"г Уфа, ул. Ферина, д.9 корп.1",Многоквартирный дом,12,1981-01-01 00:00:00,4794.1
"г Уфа, ул. Фурманова, д.10",Многоквартирный дом,2,1954-01-01 00:00:00,835.8
"г Уфа, ул. Фурманова, д.11",Многоквартирный дом,2,1935-01-01 00:00:00,769.67
"г Уфа, ул. Фурманова, д.12",Многоквартирный дом,2,1938-01-01 00:00:00,749.3
"г Уфа, ул. Фурманова, д.15",Многоквартирный дом,2,1935-01-01 00:00:00,803.23
"г Уфа, ул. Фурманова, д.16",Многоквартирный дом,2,1935-01-01 00:00:00,798.3
"г Уфа, ул. Фурманова, д.17",Многоквартирный дом,2,1935-01-01 00:00:00,768.0
"г Уфа, ул. Фурманова, д.18 корп.А",Частный дом,1,1949-01-01 00:00:00,117.5
"г Уфа, ул. Фурманова, д.19",Нежилой дом,3,1950-01-01 00:00:00,612.1
"г Уфа, ул. Фурманова, д.2 корп.Б",Другое строение,1,,0.01
"г Уфа, ул. Фурманова, д.22",Частный дом,1,1989-01-01 00:00:00,104.4
"г Уфа, ул. Фурманова, д.23",Частный дом,1,1951-01-01 00:00:00,1.0
"г Уфа, ул. Фурманова, д.24",Частный дом,1,1941-01-01 00:00:00,0.0
"г Уфа, ул. Фурманова, д.25",Частный дом,1,1940-01-01 00:00:00,0.0
"г Уфа, ул. Фурманова, д.26",Частный дом,1,1940-01-01 00:00:00,86.5
"г Уфа, ул. Фурманова, д.39",Другое строение,2,,0.01
"г Уфа, ул. Фурманова, д.40",Частный дом,1,1989-01-01 00:00:00,53.5
"г Уфа, ул. Фурманова, д.5",Другое строение,1,,0.01
"г Уфа, ул. Фурманова, д.63",Другое строение,1,,0.01
"г Уфа, ул. Фурманова, д.9",Другое строение,1,,0.01
"г Уфа, ул. Харьковская, д.101",Многоквартирный дом,3,1960-01-01 00:00:00,2160.01
"г Уфа, ул. Харьковская, д.103",Многоквартирный дом,3,1960-01-01 00:00:00,2040.7
"г Уфа, ул. Харьковская, д.114",Многоквартирный дом,4,1959-01-01 00:00:00,1070.4
"г Уфа, ул. Харьковская, д.116",Многоквартирный дом,4,1961-01-01 00:00:00,1284.5
"г Уфа, ул. Харьковская, д.118",Многоквартирный дом,4,1961-01-01 00:00:00,1262.1
"г Уфа, ул. Харьковская, д.120",Многоквартирный дом,4,1961-01-01 00:00:00,1262.3
"г Уфа, ул. Харьковская, д.120 корп.1",Другое строение,1,1995-01-01 00:00:00,0.01
"г Уфа, ул. Харьковская, д.121",Другое строение,3,1962-01-01 00:00:00,0.01
"г Уфа, ул. Харьковская, д.129",Многоквартирный дом,5,1990-01-01 00:00:00,3013.3
"г Уфа, ул. Худайбердина, д.102",Многоквартирный дом,2,1942-01-01 00:00:00,204.3
"г Уфа, ул. Худайбердина, д.11",Многоквартирный дом,10,2016-01-01 00:00:00,5360.0
"г Уфа, ул. Худайбердина, д.5",Другое строение,3,1990-01-01 00:00:00,0.01
"г Уфа, ул. Хусаина Ямашева, д.1",Другое строение,4,,0.07
"г Уфа, ул. Цветочная, д.0",Другое строение,1,,0.01
"г Уфа, ул. Цветочная, д.1",Другое строение,3,,0.01
"г Уфа, ул. Цветочная, д.1 корп.1",Другое строение,1,,0.01
"г Уфа, ул. Цветочная, д.1 корп.2",Другое строение,1,,0.01
"г Уфа, ул. Цветочная, д.1 корп.3",Магазины,1,,0.0
"г Уфа, ул. Цветочная, д.1 корп.г",Другое строение,2,,0.01
"г Уфа, ул. Цветочная, д.1* корп.потери",Другое строение,0,,0.0
"г Уфа, ул. Цветочная, д.11 корп.1",Другое строение,1,1946-01-01 00:00:00,0.01
"г Уфа, ул. Цветочная, д.15","Административные здания, конторы",1,,0.01
"г Уфа, ул. Цветочная, д.2",Другое строение,3,,0.01
"г Уфа, ул. Цветочная, д.2 корп.1",Другое строение,2,,0.07
"г Уфа, ул. Цветочная, д.2 корп.2",Другое строение,2,,0.01
"г Уфа, ул. Цветочная, д.2 корп.3",Другое строение,2,,0.01
"г Уфа, ул. Цветочная, д.3",Другое строение,1,,0.09
"г Уфа, ул. Цветочная, д.3 корп.2",Другое строение,3,,0.01
"г Уфа, ул. Цветочная, д.38",Другое строение,2,,0.01
"г Уфа, ул. Цветочная, д.38* корп.потери",Другое строение,0,,
"г Уфа, ул. Цветочная, д.42",Другое строение,2,,0.01
"г Уфа, ул. Цветочная, д.5",Другое строение,2,,0.01
"г Уфа, ул. Цветочная, д.5 корп.1",Другое строение,2,,0.01
"г Уфа, ул. Цветочная, д.7 корп.2",Другое строение,1,,0.01
"г Уфа, ул. Цветочная, д.7 корп.3",Другое строение,1,,0.01
"г Уфа, ул. Цюрупы, д.100",Многоквартирный дом,5,1966-01-01 00:00:00,3215.3
"г Уфа, ул. Цюрупы, д.100 корп.1",Другое строение,2,,0.01
"г Уфа, ул. Цюрупы, д.100 корп.102",Другое строение,6,,0.01
"г Уфа, ул. Цюрупы, д.102",Многоквартирный дом,5,1966-01-01 00:00:00,3200.7
"г Уфа, ул. Цюрупы, д.104",Многоквартирный дом,5,1965-01-01 00:00:00,3159.6
"г Уфа, ул. Цюрупы, д.106",Многоквартирный дом,5,1964-01-01 00:00:00,3301.8
"г Уфа, ул. Цюрупы, д.108 корп.1",Многоквартирный дом,5,1964-01-01 00:00:00,3157.5
"г Уфа, ул. Цюрупы, д.110",Многоквартирный дом,5,1965-01-01 00:00:00,4633.0
"г Уфа, ул. Цюрупы, д.110 корп.1",Многоквартирный дом,5,1964-01-01 00:00:00,2504.0
"г Уфа, ул. Цюрупы, д.120",Многоквартирный дом,3,1959-01-01 00:00:00,1561.1
"г Уфа, ул. Цюрупы, д.124",Многоквартирный дом,3,1964-01-01 00:00:00,1963.5
"г Уфа, ул. Цюрупы, д.126",Другое строение,1,1959-01-01 00:00:00,0.01
"г Уфа, ул. Цюрупы, д.126",Другое строение,4,1959-01-01 00:00:00,0.01
"г Уфа, ул. Цюрупы, д.128",Многоквартирный дом,3,1954-01-01 00:00:00,852.5
"г Уфа, ул. Цюрупы, д.130",Многоквартирный дом,14,1998-01-01 00:00:00,14048.7
"г Уфа, ул. Цюрупы, д.134",Многоквартирный дом,12,1989-01-01 00:00:00,4007.7
"г Уфа, ул. Цюрупы, д.145",Многоквартирный дом,10,2005-01-01 00:00:00,6290.0
"г Уфа, ул. Цюрупы, д.145 корп.1",Многоквартирный дом,9,2006-01-01 00:00:00,10021.8
"г Уфа, ул. Цюрупы, д.149",Многоквартирный дом,5,1970-01-01 00:00:00,3853.4
"г Уфа, ул. Цюрупы, д.149 корп.1",Многоквартирный дом,9,1989-01-01 00:00:00,4372.2
"г Уфа, ул. Цюрупы, д.151",Многоквартирный дом,9,1993-01-01 00:00:00,8508.9
"г Уфа, ул. Цюрупы, д.153",Многоквартирный дом,9,1999-01-01 00:00:00,7526.6
"г Уфа, ул. Цюрупы, д.156 корп.1",Многоквартирный дом,14,1990-01-01 00:00:00,4958.1
"г Уфа, ул. Цюрупы, д.156 корп.2",Многоквартирный дом,10,1992-01-01 00:00:00,9887.55
"г Уфа, ул. Цюрупы, д.156 корп.3",Многоквартирный дом,12,2004-01-01 00:00:00,5043.9
"г Уфа, ул. Цюрупы, д.82",Многоквартирный дом,9,1970-01-01 00:00:00,5213.9
"г Уфа, ул. Цюрупы, д.83",Многоквартирный дом,9,1971-01-01 00:00:00,8066.54
"г Уфа, ул. Цюрупы, д.83 корп.1",Другое строение,2,1972-01-01 00:00:00,0.01
"г Уфа, ул. Цюрупы, д.83 корп.2",Другое строение,2,1971-01-01 00:00:00,0.01
"г Уфа, ул. Цюрупы, д.84",Многоквартирный дом,9,1969-01-01 00:00:00,15081.6
"г Уфа, ул. Цюрупы, д.85",Многоквартирный дом,9,1970-01-01 00:00:00,8146.0
"г Уфа, ул. Цюрупы, д.86",Другое строение,2,,0.01
"г Уфа, ул. Цюрупы, д.91",Многоквартирный дом,5,1965-01-01 00:00:00,3243.26
"г Уфа, ул. Цюрупы, д.91 корп.93",Другое строение,9,,0.01
"г Уфа, ул. Цюрупы, д.93",Многоквартирный дом,5,1965-01-01 00:00:00,3161.8
"г Уфа, ул. Цюрупы, д.97",Другое строение,3,,0.01
"г Уфа, ул. Цюрупы, д.97*",Другое строение,0,,
"г Уфа, ул. Цюрупы, д.98",Многоквартирный дом,11,1995-01-01 00:00:00,3268.1
"г Уфа, ул. Цюрупы, д.ряд с 145",Другое строение,1,2004-01-01 00:00:00,0.02
"г Уфа, ул. Чайковского, д.9",Другое строение,2,,0.01
"г Уфа, ул. Черниковская, д.1",Многоквартирный дом,2,1942-01-01 00:00:00,947.6
"г Уфа, ул. Черниковская, д.10",Многоквартирный дом,2,1943-01-01 00:00:00,928.5
"г Уфа, ул. Черниковская, д.12",Многоквартирный дом,5,1960-01-01 00:00:00,3363.5
"г Уфа, ул. Черниковская, д.13",Многоквартирный дом,2,1940-01-01 00:00:00,387.0
"г Уфа, ул. Черниковская, д.14",Многоквартирный дом,5,1961-01-01 00:00:00,3467.4
"г Уфа, ул. Черниковская, д.15",Многоквартирный дом,2,1940-01-01 00:00:00,878.4
"г Уфа, ул. Черниковская, д.17",Многоквартирный дом,2,1944-01-01 00:00:00,934.3
"г Уфа, ул. Черниковская, д.19 корп.1",Многоквартирный дом,5,1969-01-01 00:00:00,3527.2
"г Уфа, ул. Черниковская, д.19 корп.2",Многоквартирный дом,5,1989-01-01 00:00:00,2756.3
"г Уфа, ул. Черниковская, д.2",Многоквартирный дом,2,1942-01-01 00:00:00,934.1
"г Уфа, ул. Черниковская, д.21",Многоквартирный дом,2,1944-01-01 00:00:00,504.6
"г Уфа, ул. Черниковская, д.22",Многоквартирный дом,2,1944-01-01 00:00:00,515.57
"г Уфа, ул. Черниковская, д.25",Многоквартирный дом,2,1944-01-01 00:00:00,511.9
"г Уфа, ул. Черниковская, д.25 корп.1",Многоквартирный дом,5,1969-01-01 00:00:00,3575.6
"г Уфа, ул. Черниковская, д.27",Многоквартирный дом,2,1944-01-01 00:00:00,956.92
"г Уфа, ул. Черниковская, д.29",Многоквартирный дом,2,1958-01-01 00:00:00,569.9
"г Уфа, ул. Черниковская, д.3",Многоквартирный дом,2,1940-01-01 00:00:00,729.7
"г Уфа, ул. Черниковская, д.3 корп.1",Многоквартирный дом,5,1967-01-01 00:00:00,3422.2
"г Уфа, ул. Черниковская, д.31",Многоквартирный дом,2,1958-01-01 00:00:00,308.9
"г Уфа, ул. Черниковская, д.31 корп.А",Многоквартирный дом,2,1958-01-01 00:00:00,651.2
"г Уфа, ул. Черниковская, д.32",Другое строение,2,2012-01-01 00:00:00,0.01
"г Уфа, ул. Черниковская, д.33",Многоквартирный дом,2,1959-01-01 00:00:00,653.4
"г Уфа, ул. Черниковская, д.35",Многоквартирный дом,2,1958-01-01 00:00:00,566.3
"г Уфа, ул. Черниковская, д.35 корп.А",Многоквартирный дом,2,1958-01-01 00:00:00,317.5
"г Уфа, ул. Черниковская, д.35 корп.Б",Многоквартирный дом,2,1958-01-01 00:00:00,656.8
"г Уфа, ул. Черниковская, д.37",Многоквартирный дом,2,1959-01-01 00:00:00,646.7
"г Уфа, ул. Черниковская, д.37 корп.А",Многоквартирный дом,2,1959-01-01 00:00:00,645.3
"г Уфа, ул. Черниковская, д.37 корп.Б",Многоквартирный дом,2,1958-01-01 00:00:00,304.1
"г Уфа, ул. Черниковская, д.4",Многоквартирный дом,2,1941-01-01 00:00:00,520.4
"г Уфа, ул. Черниковская, д.40",Другое строение,2,,0.01
"г Уфа, ул. Черниковская, д.41",Многоквартирный дом,2,1958-01-01 00:00:00,570.7
"г Уфа, ул. Черниковская, д.42",Многоквартирный дом,5,1969-01-01 00:00:00,6515.5
"г Уфа, ул. Черниковская, д.43",Многоквартирный дом,5,1975-01-01 00:00:00,1222.5
"г Уфа, ул. Черниковская, д.44",Многоквартирный дом,5,1968-01-01 00:00:00,2586.7
"г Уфа, ул. Черниковская, д.45",Многоквартирный дом,2,1959-01-01 00:00:00,565.9
"г Уфа, ул. Черниковская, д.45 корп.А",Многоквартирный дом,2,1960-01-01 00:00:00,565.3
"г Уфа, ул. Черниковская, д.46",Многоквартирный дом,5,1968-01-01 00:00:00,3576.2
"г Уфа, ул. Черниковская, д.46 корп.А",Другое строение,2,1972-01-01 00:00:00,0.01
"г Уфа, ул. Черниковская, д.47",Многоквартирный дом,2,1959-01-01 00:00:00,567.5
"г Уфа, ул. Черниковская, д.47 корп.А",Многоквартирный дом,2,1960-01-01 00:00:00,569.9
"г Уфа, ул. Черниковская, д.48",Многоквартирный дом,5,1968-01-01 00:00:00,2623.0
"г Уфа, ул. Черниковская, д.49",Многоквартирный дом,2,1961-01-01 00:00:00,580.3
"г Уфа, ул. Черниковская, д.5",Многоквартирный дом,2,1940-01-01 00:00:00,753.8
"г Уфа, ул. Черниковская, д.5 корп.1",Многоквартирный дом,5,1967-01-01 00:00:00,3415.2
"г Уфа, ул. Черниковская, д.50",Многоквартирный дом,5,1968-01-01 00:00:00,2608.7
"г Уфа, ул. Черниковская, д.50 корп.1",Многоквартирный дом,5,1983-01-01 00:00:00,4525.1
"г Уфа, ул. Черниковская, д.51",Многоквартирный дом,17,2006-01-01 00:00:00,31549.9
"г Уфа, ул. Черниковская, д.51* потери",Другое строение,0,,
"г Уфа, ул. Черниковская, д.52",Многоквартирный дом,9,1988-01-01 00:00:00,5628.5
"г Уфа, ул. Черниковская, д.54",Многоквартирный дом,9,1985-01-01 00:00:00,5707.0
"г Уфа, ул. Черниковская, д.55",Многоквартирный дом,5,1966-01-01 00:00:00,3563.9
"г Уфа, ул. Черниковская, д.56",Многоквартирный дом,9,1978-01-01 00:00:00,4787.5
"г Уфа, ул. Черниковская, д.57",Многоквартирный дом,5,1966-01-01 00:00:00,3554.3
"г Уфа, ул. Черниковская, д.59",Многоквартирный дом,5,1966-01-01 00:00:00,3562.2
"г Уфа, ул. Черниковская, д.59 корп.1",Другое строение,3,,0.01
"г Уфа, ул. Черниковская, д.59 корп.А",Другое строение,1,,0.01
"г Уфа, ул. Черниковская, д.6",Многоквартирный дом,2,1941-01-01 00:00:00,514.1
"г Уфа, ул. Черниковская, д.61",Многоквартирный дом,5,1966-01-01 00:00:00,3543.7
"г Уфа, ул. Черниковская, д.63",Многоквартирный дом,5,1966-01-01 00:00:00,2591.0
"г Уфа, ул. Черниковская, д.65",Многоквартирный дом,5,1966-01-01 00:00:00,3547.7
"г Уфа, ул. Черниковская, д.65 корп.1",Другое строение,2,,0.01
"г Уфа, ул. Черниковская, д.67",Многоквартирный дом,9,1969-01-01 00:00:00,2292.3
"г Уфа, ул. Черниковская, д.69",Многоквартирный дом,9,1969-01-01 00:00:00,2229.0
"г Уфа, ул. Черниковская, д.7",Многоквартирный дом,2,1940-01-01 00:00:00,769.0
"г Уфа, ул. Черниковская, д.7 корп.1",Многоквартирный дом,5,1970-01-01 00:00:00,892.8
"г Уфа, ул. Черниковская, д.71",Многоквартирный дом,9,1969-01-01 00:00:00,2253.6
"г Уфа, ул. Черниковская, д.71 корп.1",Многоквартирный дом,5,1966-01-01 00:00:00,3575.7
"г Уфа, ул. Черниковская, д.73",Многоквартирный дом,9,1969-01-01 00:00:00,2250.9
"г Уфа, ул. Черниковская, д.73 корп.1",Многоквартирный дом,5,1967-01-01 00:00:00,3561.6
"г Уфа, ул. Черниковская, д.75",Многоквартирный дом,5,1968-01-01 00:00:00,3188.6
"г Уфа, ул. Черниковская, д.75 корп.1",Многоквартирный дом,5,1969-01-01 00:00:00,3584.4
"г Уфа, ул. Черниковская, д.75 корп.2",Многоквартирный дом,9,1992-01-01 00:00:00,7610.2
"г Уфа, ул. Черниковская, д.75 корп.3",Многоквартирный дом,9,1992-01-01 00:00:00,4147.5
"г Уфа, ул. Черниковская, д.77",Многоквартирный дом,5,1968-01-01 00:00:00,4500.1
"г Уфа, ул. Черниковская, д.79",Многоквартирный дом,5,1970-01-01 00:00:00,4162.6
"г Уфа, ул. Черниковская, д.79 корп.1",Многоквартирный дом,5,1969-01-01 00:00:00,2613.5
"г Уфа, ул. Черниковская, д.79 корп.2",Многоквартирный дом,9,1972-01-01 00:00:00,7541.9
"г Уфа, ул. Черниковская, д.79 корп.3",Другое строение,1,,0.01
"г Уфа, ул. Черниковская, д.8",Многоквартирный дом,2,1941-01-01 00:00:00,519.1
